ID,Order ID,Order Date,Total,ASIN,Quantity,Product Name,Insurance_Cats,Insurance_Conf,Insurance_Conf_HL,Gen_Cats,Room
5379,113-5447784-7445037,2018-03-26T17:36:31Z,8.49,B01018CW92,1,"TR Industrial TR88303 Multi-Purpose Cable Ties (100 Piece), 12"", Black",Other,0,Low,Home Organization,Other
5380,113-5447784-7445037,2018-03-26T17:36:31Z,5.81,B01018DC96,1,"TR Industrial TR88302 Multi-Purpose Cable Tie (100 Piece), 8"", Black",Other,0,Low,Home Organization,Other
5381,112-4995446-1137045,2018-03-24T23:45:44Z,13,B003TN8JGC,1,"KIND Bars, Pomegranate Blueberry Pistashio + Antioxidants, Gluten Free, Low Sugar, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
5382,111-9484781-4498607,2018-03-24T23:45:30Z,16.99,B00EW6V06Q,1,"KIND Bars, Blueberry Vanilla & Cashew, Gluten Free, Low Sugar, 1.4oz, 12 Count",Food goods - Unprepared - Enter Price,35,Low,Snacks,Garage
5383,112-0508873-6342633,2018-03-24T23:45:21Z,14.79,B0034EDMCW,1,"KIND Bars, Almond & Coconut, Gluten Free, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
5384,114-9489991-6648215,2018-03-24T23:45:15Z,13.99,B003TNANSO,1,"KIND Bars, Peanut Butter Dark Chocolate, Gluten Free, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
5385,113-0513034-4516213,2018-03-24T23:44:59Z,14.94,B003TMZQC8,1,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
5386,112-2031860-1825819,2018-03-24T22:43:18Z,22.98,B06Y2FPKCJ,1,"HUGGIES Snug & Dry Diapers, Size 4, 112 Count (Packaging May Vary)",Disposable diapers - (size 2-4) - qty 150,72,Low,Baby-Diapers,Nursery
5387,114-2631464-1186648,2018-03-24T14:56:54Z,17.22,B0090DYIA6,1,"Gerber Graduates Yogurt Melts, Mixed Peach, 1 Ounce (Pack of 7)",Other,0,Low,Snacks,Other
5388,113-2825397-1455413,2018-03-23T00:35:03Z,37.99,B06XGL37KJ,1,4 PACK RITE FARM PRODUCTS WASHABLE POLY EGG NESTING BOX CHICKEN LAYING COOP NEST,Other,0,Low,Home Organization,Other
5389,113-6329568-0117002,2018-03-21T15:18:35Z,16.99,B075GWQSYH,1,"Smart Plug 2 Pack Wi-Fi Enabled Mini Smart Socket Compatible with Amazon Alexa Google Home, Remote Control Outlet with Timing Function",Other,0,Low,Electronics-Components & Prototyping,Other
5390,113-4808477-6677858,2018-03-20T02:10:13Z,18.99,B01MYQCXOH,1,"LOHAS Smart LED Bulb, Wi-Fi Light, Multicolored LED Bulbs(UL Listed), A19 LED Dimmable 60W Equivalent(9W), Smartphone Controlled Daylight & Night Ligh",Other,0,Low,Electronics-Components & Prototyping,Other
5391,113-3145029-8947460,2018-03-19T02:03:13Z,169.57,B071JJ8V4S,1,"SCEPTRE 27"" Curved LED Monitor C278W-1920R Full HD 1080P HDMI DisplayPort VGA Speakers, Ultra Thin Brushed Metallic, 1800R immersive curvature, 2017",LCD monitor - 25 inch and above,57,Low,Office Equipment,Office/ Study
5392,113-3145029-8947460,2018-03-19T02:03:13Z,26.95,B00H0D7ISC,1,63 Inch Adjustable Garden Leaf Rake - Expanding Metal Rake - Adjustable Folding Head From 7 Inch to 22 Inch. Ideal Camp Rake,Shovels / Rakes / Hoes,43,Low,Tools-other,Garage
5393,113-7160816-8686630,2018-03-16T00:29:52Z,12.99,B003O1UYHG,1,VideoSecu ML12B TV LCD Monitor Wall Mount Full Motion 15-Inch Extension Arm Articulating Tilt Swivel for Most 15 to 27-Inch LED TV Flat Panel Screen w,Other,0,Low,Home Organization,Other
5395,114-4837601-3718632,2018-03-14T14:28:01Z,13.25,B006RJWYPC,1,Command 3M 12ct Pack Picture & Frame Hanging Strips Sets Medium Size White Damage-Free,Other,0,Low,Home Organization,Other
5396,111-0139367-8889072,2018-03-10T12:37:49Z,14.79,B0034EDMCW,1,"KIND Bars, Almond & Coconut, Gluten Free, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
5397,114-0247818-6685069,2018-03-09T15:21:39Z,17.99,B01NBYY28W,1,"Scott 1000 Sheets Per Roll Toilet Paper, 27 Rolls, Sewer-Safe, Septic-Safe, 1-Ply Bath Tissue, America's Longest Lasting Roll",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
5398,114-0247818-6685069,2018-03-09T15:21:39Z,33.22,B00BCXF7MU,1,"HUGGIES Snug & Dry Diapers, Size 4, for 22-37 lbs., One Month Supply (192 Count) of Baby Diapers, Packaging May Vary",Disposable diapers - (size 2-4) - qty 150,72,Low,Baby-Diapers,Nursery
5399,113-0507346-8319457,2018-03-07T01:05:56Z,6.32,B0006O5HH6,1,"Traxxas 1951 Half Shafts, Long Truck (external-splined (2) & internal-splined (2) metal U-joints (4)",Toy vehicles - Car & truck,72,Low,Traxxas,Kid's Bedroom
5400,113-8545201-4113044,2018-03-07T01:05:56Z,5.98,B004ED61CK,1,Traxxas 6828X Heavy Duty Differential Output Yokes (pair),Other,0,Low,Traxxas,Other
5401,114-1962666-3795404,2018-03-06T00:44:16Z,10.39,B00GJ82VK4,1,"Pure Protein High Protein Bar Chocolate Peanut Butter 1.76-Ounce Bar (Pack of 12), Protein Bars, 20 Grams of Protein, Gluten Free",Other,0,Low,Snacks,Other
5402,114-1962666-3795404,2018-03-06T00:44:16Z,16.98,B01126O3OY,1,"Pure Protein High Protein Bar Variety Pack 1.76-Ounce Bar (Pack of 18), Includes: Chocolate Peanut Butter, Chewy Chocolate Chip & Chocolate Deluxe Bars",Other,0,Low,Snacks,Other
5403,114-8910357-8263440,2018-02-25T21:52:48Z,9.86,B07254JM3S,1,Lofca Silicone Pacifier Clip Toy BPA Free Silicone Use with Any Pacifier or Teether Baby Teething Short Chain Pacifier 2 Pack (turquoise/grey),Baby toys,48,Low,Baby-Diapers,Nursery
5404,113-5164207-3878643,2018-02-24T00:50:23Z,22.99,B000WYVBR0,1,"VideoSecu ML531BE TV Wall Mount for most 32""-55"" LED LCD Plasma Flat Screen Monitor up to 88 lb VESA 400x400 with Full Motion Swivel Articulating 20 i",Other,0,Low,Home Organization,Other
5405,112-1251081-8969819,2018-02-22T09:16:19Z,14.79,B003TMZQC8,1,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, Low Sugar, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
5406,111-9467256-4782663,2018-02-22T07:46:08Z,11,B003TNANSO,1,"KIND Bars, Peanut Butter Dark Chocolate, Gluten Free, Low Sugar, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
5407,112-4123628-5756258,2018-02-22T06:12:34Z,17.95,B00EW6V06Q,1,"KIND Bars, Blueberry Vanilla & Cashew, Gluten Free, Low Sugar, 1.4oz, 12 Count",Food goods - Unprepared - Enter Price,35,Low,Snacks,Garage
5408,112-8470104-9565024,2018-02-21T14:18:15Z,23.1,B06Y2FPKCJ,1,"HUGGIES Snug & Dry Diapers, Size 4, 112 Count (Packaging May Vary)",Disposable diapers - (size 2-4) - qty 150,72,Low,Baby-Diapers,Nursery
5409,113-2493198-2688239,2018-02-21T13:49:38Z,10.98,B06XJLXR7C,1,Oonies Season 1 Theme Refill Pack Ocean Kit,Other,0,Low,Other,Other
5410,113-2493198-2688239,2018-02-21T13:49:38Z,15.53,B072B84GWN,1,Oonies Starter Pack,Other,0,Low,Other,Other
5411,112-5675783-7806639,2018-02-21T13:30:25Z,14.89,B003TN8JGC,1,"KIND Bars, Pomegranate Blueberry Pistashio + Antioxidants, Gluten Free, Low Sugar, 1.4oz, 12 Count",Other,0,Low,Snacks,Other
5412,114-3835119-7507464,2018-02-19T02:06:03Z,10.48,B01LYJFV2M,1,PopSockets Expanding Stand and Grip for Smartphones and Tablets - Really Mermaid,Stand,72,Low,Computer Accesories,Musical Instruments/ Equip
5413,113-9596191-9352266,2018-02-17T21:09:40Z,4.52,B000FKBZ7M,1,"Leviton 515PR 15 Amp 125 Volt, Straight Blade Rubber Plug, NEMA 5-15P, Black",Extension cord,39,Low,Electronics-Components & Prototyping,Basement - Unfinished
5414,114-1017579-1276254,2018-02-16T15:33:49Z,17.22,B0090DYL7G,1,"Gerber Graduates Yogurt Melts, Strawberry, 1 Ounce (Pack of 7)",Refrigerator Foods,33,Low,Snacks,Kitchen
5415,114-1856860-4469045,2018-02-16T15:30:50Z,17.22,B0090DYIA6,1,"Gerber Graduates Yogurt Melts, Mixed Peach, 1 Ounce (Pack of 7)",Other,0,Low,Snacks,Other
5416,114-3803145-9455415,2018-02-16T01:21:07Z,6.2,B00BCWU7UI,1,"Viper Dart Accessory: Tufflex II 2BA Thread Soft Tip Dart Points, Blue, 100 Pack",Dart board & games,72,Low,Other,Basement - Finished
5417,114-3803145-9455415,2018-02-16T01:21:07Z,39.9,B00004Z6N4,1,Kensington Under-desk Comfort Keyboard Drawer with SmartFit System (K60004US),Workstation - Keyboard,72,Low,Office Equipment,Musical Instruments/ Equip
5418,114-3803145-9455415,2018-02-16T01:21:07Z,5.97,B00BCWTX0I,1,"Viper Dart Accessory: Tufflex III 2BA Thread Soft Tip Dart Points, Neon Green, 100 Pack",Dart board & games,72,Low,Other,Basement - Finished
5419,114-2010046-3966659,2018-02-15T12:43:42Z,23.36,B06Y2FPKCJ,1,"HUGGIES Snug & Dry Diapers, Size 4, 112 Count (Packaging May Vary)",Disposable diapers - (size 2-4) - qty 150,72,Low,Baby-Diapers,Nursery
5420,114-2010046-3966659,2018-02-15T12:43:42Z,12.11,B00ASBOT2Q,1,"Glad OdorShield Tall Kitchen Drawstring Trash Bags - Febreze Fresh Clean, White, 13 Gallon, 80 count",Non-perishable unopened cleaning supplies - Enter price,39,Low,Household-Consumables,Basement - Unfinished
5421,114-2010046-3966659,2018-02-15T12:43:42Z,11.21,B0159TXEKY,1,"Gerber Graduates Puffs Cereal Snack, Assorted Flavors, 1.48 Ounce, 6 Count",Other,0,Low,Snacks,Other
5422,113-1486178-5151456,2018-02-13T06:41:44Z,8.64,B004KSVI40,1,Ezy Dose Pill Cutter with Safety Shield,Pill organizer / holder,72,Low,Household-Consumables,Bathroom
5423,113-1486178-5151456,2018-02-13T06:41:44Z,80.44,B002L3RUVG,1,Dremel 4000-2/30 120-Volt Variable Speed Rotary Tool Kit - Corded,Dremel / Rotary tool,72,Low,Tools-Electronics,Basement - Unfinished
5424,113-1486178-5151456,2018-02-13T06:41:44Z,16.5,B0000302YS,1,Dremel 565 Multi-Purpose Cutting Kit,Dremel / Rotary tool,72,Low,Tools-other,Basement - Unfinished
5425,113-1486178-5151456,2018-02-13T06:41:44Z,31.79,B0000302Y9,1,Dremel 231 Shaper/Router Table,Jointer / Planer / Shaper,56,Low,Tools-other,Basement - Unfinished
5426,114-1732004-2401817,2018-02-06T17:55:56Z,11.59,B074CRKP7V,1,"OMorc Ice Cube Trays 4 Pack, Easy-Release Silicone and Flexible 14-Ice Trays with Spill-Resistant Removable Lid, LFGB Certified and BPA Free, Stackable Durable and Dishwasher Safe",Ice cube tray,72,Low,Household-Consumables,Kitchen
5427,114-5672644-4908236,2018-01-31T16:14:45Z,14.99,B00IZNIRTU,1,iMBAPrice 200 10x13 WHITE POLY MAILERS ENVELOPES BAGS 10x13 (Total 200 Bags),Envelope - 100 pack,55,Low,Home Organization,Office/ Study
5428,113-9209262-4550627,2018-01-30T01:23:47Z,27.99,B01GCPVZDW,1,"Rii FMKBTL1-IV1  i8+ BT Mini Wireless Bluetooth Backlight Touchpad Keyboard with Mouse for PC/Mac/Android, Black (RTi8BT-5)",Keyboard & mouse combo,72,Low,Computer Accesories,Office/ Study
5429,113-9209262-4550627,2018-01-30T01:23:47Z,2.77,B000VZKCJI,1,Prime-Line Products N 6577 Bi-Fold Door Top Pivot Bracket,Other,0,Low,Repair,Other
5430,113-9209262-4550627,2018-01-30T01:23:47Z,9.06,B01N8QUATD,1,Munchkin SmartDrain Temperature Sensing Drain Cover,Pool/Spa thermometer,43,Low,Household-Consumables,Deck/Patio & Yard
5431,113-9209262-4550627,2018-01-30T01:23:47Z,21.99,B073YPBWKB,1,"USB C to HDMI, KINGONE Braided 4K@60HZ USB Type C to HDMI Cable 6ft (Thunderbolt 3 Compatible) for 2017/2016 Macbook Pro, 2015 New Macbook, 2017 iMac, Galaxy S8/S8+, LG G5, Google Chromebook and More",HDMI cable,77,Low,Computer Accesories,Garage
5432,113-9209262-4550627,2018-01-30T01:23:47Z,11.99,B06XDMKQKJ,1,"USB-C to HDMI, CableCreation 6 Feet Type C to HDMI 4K Cable, Thunderbolt 3 compatible, DP Alt Mode, Male to Male, for MacBook/ MacBook Pro/ iMac 2017/ Chromebook Pixel/ Yoga 910/ XPS 13, 1.8 M/Black",HDMI cable,77,Low,Computer Accesories,Garage
5433,114-2562991-0279432,2018-01-24T14:48:39Z,13.99,B003TNANSO,1,"KIND Bars, Peanut Butter Dark Chocolate, 8g Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",Other,0,Low,Snacks,Other
5434,112-8070810-5405843,2018-01-24T14:29:03Z,15.26,B00EW6V06Q,1,"KIND Bars, Blueberry Vanilla & Cashew, Gluten Free, 1.4 Ounce Bars, 12 Count",Food goods - Unprepared - Enter Price,35,Low,Snacks,Garage
5435,111-3814109-9061005,2018-01-24T11:15:38Z,14.79,B0034EDMCW,1,"KIND Fruit & Nut, Almond & Coconut, All Natural, 1.4-Ounce Gluten Free Bars,12 count",Other,0,Low,Snacks,Other
5436,114-1544757-2482628,2018-01-24T10:15:55Z,14.89,B003TN8JGC,1,"KIND Bars, Pomegranate Blueberry Pistachio + Antioxidants, Gluten Free, 1.4 Ounce Bars, 12 Count",Other,0,Low,Snacks,Other
5437,114-3612892-9139438,2018-01-24T09:10:25Z,14.99,B003TMZQC8,1,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 Ounce Bars, 12 Count",Other,0,Low,Snacks,Other
5438,114-7673961-1602624,2018-01-22T23:20:05Z,18.96,B000FSQ7AE,2,"Hy-Ko RS-802 Red & White for Sale By Owner Sign, 10"" x 24""",Yard sign,73,Low,Home Organization,Basement - Unfinished
5439,114-7673961-1602624,2018-01-22T23:20:05Z,14.53,B00FX3X7BI,1,"Headline Sign 4728 Yard Sign, For Sale By Owner, 18 Inches by 24 Inches",Yard sign,73,Low,Home Organization,Basement - Unfinished
5440,113-6168007-3454621,2018-01-22T00:34:46Z,10.59,B00P32MH6A,1,"Viper V Glo Soft Tip Darts, Blue/Yellow, 18 Grams",Dart board & games,41,Low,Other,Basement - Finished
5441,114-8602255-4246652,2018-01-11T18:31:17Z,42.39,B01B3FKPLE,1,"Cosco Simple Fold High Chair, Colorblock Surf The Web",High chair - Infant,72,Low,Home Organization,Kitchen
5442,113-4610714-8262630,2018-01-10T05:43:03Z,5.98,B06WV9VVNQ,1,"Subwoofer Cable,SHD RCA Cable RCA to RCA Audio Cable Premium Sound Quality Dual Shielded with Gold Plated Connectors-6Feet",Other,0,Low,Computer Accesories,Other
5443,113-5603094-3127423,2018-01-10T04:24:46Z,4.89,B00106GYLM,1,"GE Side-Access 6-Outlet Tap, 54543",Extension cord,37,Low,Home Organization,Basement - Unfinished
5444,113-2174960-6221001,2018-01-06T05:06:03Z,10.34,B00DSIO1TW,2,"Glade PlugIns Scented Oil Air Freshener Refill, Sweet Pea & Lilac, 1.34 Fluid Ounce",Other,0,Low,Household-Consumables,Other
5445,113-2174960-6221001,2018-01-06T05:06:03Z,41.28,B000LNO9FI,1,"Southwire 28828228 100' 12/2 with ground Romex brand SIMpull residential indoor electricial wire type NM-B, Yellow",Other,0,Low,Tools-other,Other
5446,114-5576019-7468243,2018-01-04T16:24:08Z,55,B01CIRFCKU,1,Gonzo Odor Eliminating Rocks for Homes - 6 Pack,Other,0,Low,Household-Consumables,Other
5447,111-2312882-7130606,2017-12-30T02:55:39Z,24.84,B00390D816,4,Datacomm Electronics 45-0009-WH Easy Mount Recessed Low Voltage Cable Plate Slim Fit,Other,0,Low,Home Organization,Other
5448,112-0804457-8078651,2017-12-28T01:40:08Z,28.26,B013GFQ3QA,2,"Bryant Electric RR1512W 2-Gang Recessed TV Connection Outlet Plate with 15 Amp 125V Tamper-Resistant Duplex Receptacle with One Pass-Thru Opening, White",Other,0,Low,Home Organization,Other
5449,112-0804457-8078651,2017-12-28T01:40:08Z,103.56,B000BQLZ98,3,Southwire 63947622 12/3WG NMB Wire 50-Foot,Other,0,Low,Repair,Other
5450,112-0804457-8078651,2017-12-28T01:40:08Z,15.64,B013GFQ2D4,2,"Bryant Electric RR1500 Thermoplastic Recessed 2-Gang Plastic Nail on Box, 4.04"" x 3.69"" x 3.67"", Blue",Other,0,Low,Repair,Other
5451,112-5419016-6821849,2017-12-28T01:40:08Z,4.72,B001C4BEOY,1,"DataComm Electronics 45-0002-WH 2-Gang Recessed Low Voltage Cable Plate, White",Other,0,Low,Electronics-Components & Prototyping,Other
5452,112-5419016-6821849,2017-12-28T01:40:08Z,6.99,B01K2XTVYU,1,"Arlington LV2 Low Voltage Mounting Bracket, 2-Gang, (2-Pack)",Other,0,Low,Home Organization,Other
5453,113-3342797-4159405,2017-12-27T12:48:22Z,24.99,B000WYVBR0,1,"VideoSecu ML531BE TV Wall Mount for most 32""-55"" LED LCD Plasma Flat Screen Monitor up to 88 lb VESA 400x400 with Full Motion Swivel Articulating 20 in Extension Arm, HDMI Cable & Bubble Level WP5",Other,0,Low,Home Organization,Other
5454,113-1938436-9025007,2017-12-27T12:46:14Z,11.96,B016VFGHNG,1,"Twisted Veins HDMI Cable, 15 ft, 2-Pack, Premium HDMI Cord Type High Speed with Ethernet, Supports HDMI 2.0b 4K 60hz",HDMI cable,77,Low,Computer Accesories,Garage
5455,113-4588895-9084221,2017-12-27T12:44:22Z,6.99,B01GFP4NQA,1,"DIZA100 4-Pack HDMI Right Angle Connectors,2-Pack 90 Degree and 2-Pack 270 Degree HDMI Male to Female Adapters",HDMI cable,72,Low,Computer Accesories,Garage
5456,114-5437155-2769002,2017-12-26T21:45:01Z,18.8,B000BQN9LA,1,The Original Elevated Pet Bed By Coolaroo - Medium Brunswick Green,Dog bed,72,Low,Home Organization,Pet Care Items
5457,113-1906582-5109040,2017-12-25T05:49:40Z,14.79,B0034EDMCW,1,"KIND Fruit & Nut, Almond & Coconut, All Natural, 1.4-Ounce Gluten Free Bars,12 count",Other,0,Low,Snacks,Other
5458,113-7839857-5131449,2017-12-25T05:30:40Z,13.99,B003TNANSO,1,"KIND Bars, Peanut Butter Dark Chocolate, 8g Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",Other,0,Low,Snacks,Other
5459,114-6595096-2998615,2017-12-24T14:17:03Z,14.94,B003TMZQC8,1,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 Ounce Bars, 12 Count",Other,0,Low,Snacks,Other
5460,114-0658335-5052232,2017-12-24T13:21:55Z,17.23,B00EW6V06Q,1,"KIND Bars, Blueberry Vanilla & Cashew, Gluten Free, 1.4 Ounce Bars, 12 Count",Food goods - Unprepared - Enter Price,35,Low,Snacks,Garage
5461,112-5121851-7915448,2017-12-24T12:20:40Z,14.1,B003TN8JGC,1,"KIND Bars, Pomegranate Blueberry Pistachio + Antioxidants, Gluten Free, 1.4 Ounce Bars, 12 Count",Other,0,Low,Snacks,Other
5462,114-7596069-8862626,2017-12-21T17:27:15Z,31.26,B06Y5S6KCG,1,K'NEX Imagination Makers Building Set (382 Piece),Building toys - Blocks,72,Low,Other,Play Area/Room
5463,113-3941226-1481836,2017-12-20T17:59:22Z,9.54,B00IVLIC1O,1,"Hot Wheels Track Builder Straight Track with Car, 15 Feet - Styles May Vary",Toy vehicles - Racetrack,57,Low,Other,Play Area/Room
5464,113-7734116-0651416,2017-12-20T17:56:45Z,19.97,B01LX4SFPY,1,Voltron Legendary Red Lion,Toy action figure,40,Low,Other,Kid's Bedroom
5465,113-8829175-3321839,2017-12-20T17:56:15Z,18.88,B01LX4YRB5,1,Voltron Legendary Defender Action Figure Green Lion,Toy action figure,91,High,Other,Kid's Bedroom
5466,114-1173279-9045008,2017-12-18T18:19:29Z,18.99,B06XZHLQQ7,1,"Upsimples Bandana Baby Drool Bibs For Drooling And Teething, Organic Cotton, Super Absorbent, 10 Stylish Design, Baby Shower Gift Set, 10 Piece",Bibs - Infant - 3 pk.,72,Low,Baby-Diapers,Nursery
5467,113-1800544-9976200,2017-12-17T16:42:03Z,8.97,B06XFZWQR9,1,Dinosaur Brain Teaser Puzzle by Neliblu - Wood Fidget Cube Dino Toy - 1 Piece Assorted Colors,Other,0,Low,Other,Other
5468,113-1720828-3162616,2017-12-16T19:35:45Z,16,B00G0Q55DK,1,ZUMWax RUB ON WAX Ski/Snowboard - All Temperature Universal - 70 gram - INCREDIBLY FAST in ALL Temperatures!!!,Other,0,Low,Cleaning-Supplies,Other
5469,114-8557043-8351427,2017-12-14T21:04:08Z,17.63,B01NBYY28W,1,"Scott 1000 Sheets Per Roll Toilet Paper, 27 Rolls, Bath Tissue",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
5470,114-9708192-6201852,2017-12-11T22:52:50Z,35.85,B00BCXF7NO,1,"Huggies Snug & Dry Diapers, Size 3, 222 Count (One Month Supply) (Package may vary)",Disposable diapers - (size 2-4) - qty 150,72,Low,Baby-Diapers,Nursery
5471,114-6900278-9815440,2017-12-11T16:57:58Z,27.99,B00ZAAK88E,1,"4 Replacements for Vicks WF2 Humidifier Filter Fits V3500N, V3100, V3900 Series, V3700, 1118 Series & HCM-350 Series, Compatible With # WF2, by Think Crucial",Humidifier,72,Low,Household-Consumables,Attic
5472,114-6900278-9815440,2017-12-11T16:57:58Z,6.78,B00IA8MXUE,1,"Vicks Vapo Pad Family Pack, 12 Count",Other,0,Low,Household-Consumables,Other
5473,114-5518211-4189809,2017-12-11T13:51:50Z,5.3,B014655N5G,1,"Safety 1st featuring Mombella Ellie Elephant Teether, Blue, Small",Baby toys,52,Low,Baby-Diapers,Nursery
5474,113-8129951-2145033,2017-12-08T06:03:04Z,14.89,B003TN8JGC,1,"KIND Bars, Pomegranate Blueberry Pistachio + Antioxidants, Gluten Free, 1.4 Ounce Bars, 12 Count",Other,0,Low,Snacks,Other
5475,114-4956867-8389820,2017-12-06T01:54:50Z,43.95,B0029WXZG8,1,"Motherlove More Milk Special Blend Herbal Breastfeeding Supplement with Goat's Rue for Lactation Support, 120 Liquid Capsules",Non-Prescription Supplements - Enter price,31,Low,Household-Consumables,Bathroom
5476,114-0373736-7688202,2017-12-05T17:37:20Z,8.98,B00N45PMJW,1,"1/2"" Red, Color-Code Writeable Labeling Tape | Removable Adhesive, 0.5 x 500 in. Roll",Tape,72,Low,Office Supplies,Office/ Study
5477,113-5471156-3610632,2017-11-23T14:25:16Z,35.5,B00MK1066A,1,"Pampers Size 2 Swaddlers Diapers, 148 Count",Disposable diapers - (size N-2) - qty 150 - Standard grade,72,Low,Baby-Diapers,Nursery
5478,113-7226338-6841848,2017-11-23T14:14:00Z,17.95,B00EW6V06Q,1,"KIND Bars, Blueberry Vanilla & Cashew, Gluten Free, 1.4 Ounce Bars, 12 Count",Food goods - Unprepared - Enter Price,35,Low,Snacks,Garage
5479,111-0113623-0790618,2017-11-23T12:03:22Z,14.99,B003TMZQC8,1,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 Ounce Bars, 12 Count",Other,0,Low,Snacks,Other
5480,114-9625885-6837008,2017-11-23T11:51:20Z,13.99,B003TNANSO,1,"KIND Bars, Peanut Butter Dark Chocolate, 8g Protein, Gluten Free, 1.4 Ounce Bars, 12 Count",Other,0,Low,Snacks,Other
5481,114-7737602-5409821,2017-11-23T11:33:52Z,14.79,B0034EDMCW,1,"KIND Fruit & Nut, Almond & Coconut, All Natural, 1.4-Ounce Gluten Free Bars,12 count",Other,0,Low,Snacks,Other
5482,113-8500310-9256242,2017-11-22T07:39:39Z,9.19,B00XVASFGC,1,"NeneSupply 5 Count Duckbill Valves. Designed for Medela Breastpumps, Spectra S1, S2, 9 Plus Breastpumps, Spectra Dew 350 Breastpump, and NeneSupply Breastshields. replaces Medela Valve, Medela Membrane, and Spectra Valves (5 pc)",Other,0,Low,Baby-Diapers,Other
5483,112-9731909-6094609,2017-11-21T18:23:11Z,24.99,B00Z06F0BS,1,"LINENSPA Zippered Encasement Waterproof, Dust Mite Proof, Bed Bug Proof Breathable Mattress Protector - Full Size",Mattress protector / Cover,62,Low,Home Organization,Guest Bedroom
5484,114-5116938-8410609,2017-11-20T04:42:16Z,14.99,B00X69WL3G,1,"Munch Mitt Teething Mitten is Teether That Stays on Baby's Hand for Self-Soothing Pain Relief, Green",Baby toys,72,Low,Baby-Diapers,Nursery
5485,111-4512925-0538655,2017-11-17T02:28:05Z,72.04,B0002DJ9NY,1,"Cascade CCF3UL Canister Filter, 100 Gallon, 265gph",Fish aquarium - Large,47,Low,Other,Pet Care Items
5486,114-0701313-2815405,2017-11-16T18:18:44Z,32.82,B008FY37NU,1,Sophie La Girafe- Gift set Award,Baby toys,42,Low,Baby-Diapers,Nursery
5487,114-8291266-0192269,2017-11-15T16:07:01Z,17.1,B06ZYCXLSF,1,"AT-A-GLANCE Monthly Planner, January 2018 - March 2019, 8-7/8"" x 11"", Black (7026005)",Organizer / Planner,72,Low,Office Supplies,Office/ Study
5488,114-0088636-1340231,2017-11-13T07:51:02Z,12.97,B009JOP0UI,1,"Reclosable Plastic Bag 10""x13"" 2mil Zip Lock pk/100",Non-perishable paper / plastic products,72,Low,Household-Consumables,Utility/ Laundry Room
5489,114-0936758-6974606,2017-11-12T16:02:44Z,17,B01MCTM3CT,1,"ORIGINAL SpeCtra Breast Milk Storage Bottle - 5 FL OZ/160ml 2 Pack - Made to fit Spectra Breast Shield or Flange made for SpeCtra Breast Pumps S1, S2, M1, S9. Include 2 Nipples For Bottle",Bottles - Infant - 3 pk.,49,Low,Baby-Diapers,Nursery
5490,114-3850539-9647433,2017-11-11T23:17:03Z,19.17,B071R5787N,1,"RXBAR Kids Whole Food Protein Bar, Chocolate Chip, 16 Count",Food goods - Prepared - Enter Price,72,Low,Snacks,Garage
5491,114-8669651-5407410,2017-11-11T23:16:31Z,23.67,B0143NQVQ6,1,"RXBAR Whole Food Protein Bar, Chocolate Sea Salt, 1.83 Ounce (Pack of 12)",Food goods - Prepared - Enter Price,72,Low,Snacks,Garage
5492,114-3578008-5025802,2017-11-08T16:24:55Z,19.99,B01MXRQ83P,1,2 in 1 Carseat Canopy and Nursing Cover Up with Peekaboo Opening | Large Infant Car Seat Canopy for Girl or Boy | Best Baby Shower Gift for Breastfeeding Moms | Grey Herringbone Pattern and Grey Minky,Other,0,Low,Baby-Diapers,Other
5493,114-6882821-6717829,2017-11-07T17:02:23Z,23.88,B0143NQVQ6,1,"RXBAR Whole Food Protein Bar, Chocolate Sea Salt, 1.83 Ounce (Pack of 12)",Food goods - Prepared - Enter Price,72,Low,Snacks,Garage
5494,113-4409348-2957863,2017-11-04T03:55:43Z,24.99,B072X4T4JZ,1,"RC Cars, Monster Truck, JTT-TOYS Wltoys L939 2.4GHz 5channel Remote Control Car MAX 30m/s High Speed Monster Truck -Black",R/C - Remote / Radio controlled car,72,Low,Traxxas,Kid's Bedroom
5495,114-8256183-2337033,2017-11-03T15:19:16Z,14.99,B00IZNIRTU,1,iMBAPrice 200 10x13 WHITE POLY MAILERS ENVELOPES BAGS 10x13 (Total 200 Bags),Envelope - 100 pack,55,Low,Home Organization,Office/ Study
