ID,items,date,Real Total,category
1,Fisher-Price Little Superstar Step N' Play Piano; ,2013-12-30,109.99,Other
5262,"Foscomax Charging Dock for Meta Quest 3S/3/2, 20W Magnetic Charging Station for Oculus Quest 3S/3/2 Accessories with Rechargeable 2X2100mAh Batteries, RGB Charging Stand for VR Headset & Controllers; ",2025-04-06,44.51,Electronics-Components & Prototyping
5263,"CENTROPOWER 20 Pack DC 12V 5A Male Power Jack Plug Connector 5.5mm X 2.1mm, DC Power Adapter Barrel Connector for LED Light Strip and CCTV Camera; ",2025-04-06,8.47,Electronics-Components & Prototyping
5264,"Scosche Rhythm R+2.0: Advanced Waterproof & Dustproof Heart Rate Monitor Armband with ANT+ & BLE Bluetooth Smart for Accurate Workout Tracking Compatible with Smartphones, Wahoo, Peloton, NordicTrack; ",2025-04-05,42.39,Other
5265,"adidas Kaptir Flow Sneaker, Black/Team Royal Blue/Carbon, 5.5 US Unisex Big Kid; ",2025-04-05,58.62,Other
5266,"50 SToK Caffeinated Cold Brew Coffee Shots; 44 PCS 40 Scalpel Blades with #10#11#15#22 Scalpels Surgical Sterile Blades Including Four Handle,Laboratory Blade-Lab Knives- Carving Blades with Handle-Art Blades Practicing Cutting-Crafts & More; Airpot Coffee Carafe for Keeping Hot - 102 OZ/ 3L Large Coffee Dispenser with Pump - Insulated Stainless Steel Thermos Urn for Hot Drinks Water Tea Chocolate - Thermal Beverage Dispenser for Parties; Coffee mate Original Powdered Coffee Creamer; Amazon Basics Cotton Balls, 200ct, 1-Pack (Previously Solimo); Clawsoff 100 Pack 16 oz Coffee Cups with Lids, Disposable To Go Paper Coffee Cups with Sleeves and Stirring Sticks for Hot/Cold Drinks Office Home Shop Event (Black); BLACK+DECKER 12-Cup Digital Coffee Maker, Programmable, Washable Basket Filter, Sneak-A-Cup, Auto Brew, Water Window, Keep Hot Plate, Black; Rawlings | Official League Recreational Use Practice Baseballs | Youth/8U | OLB3 | Bucket | 24 Count; ",2025-04-05,137.08,Household-Consumables
5266,"50 SToK Caffeinated Cold Brew Coffee Shots; 44 PCS 40 Scalpel Blades with #10#11#15#22 Scalpels Surgical Sterile Blades Including Four Handle,Laboratory Blade-Lab Knives- Carving Blades with Handle-Art Blades Practicing Cutting-Crafts & More; Airpot Coffee Carafe for Keeping Hot - 102 OZ/ 3L Large Coffee Dispenser with Pump - Insulated Stainless Steel Thermos Urn for Hot Drinks Water Tea Chocolate - Thermal Beverage Dispenser for Parties; Coffee mate Original Powdered Coffee Creamer; Amazon Basics Cotton Balls, 200ct, 1-Pack (Previously Solimo); Clawsoff 100 Pack 16 oz Coffee Cups with Lids, Disposable To Go Paper Coffee Cups with Sleeves and Stirring Sticks for Hot/Cold Drinks Office Home Shop Event (Black); BLACK+DECKER 12-Cup Digital Coffee Maker, Programmable, Washable Basket Filter, Sneak-A-Cup, Auto Brew, Water Window, Keep Hot Plate, Black; Rawlings | Official League Recreational Use Practice Baseballs | Youth/8U | OLB3 | Bucket | 24 Count; ",2025-04-05,137.08,Other
5266,"50 SToK Caffeinated Cold Brew Coffee Shots; 44 PCS 40 Scalpel Blades with #10#11#15#22 Scalpels Surgical Sterile Blades Including Four Handle,Laboratory Blade-Lab Knives- Carving Blades with Handle-Art Blades Practicing Cutting-Crafts & More; Airpot Coffee Carafe for Keeping Hot - 102 OZ/ 3L Large Coffee Dispenser with Pump - Insulated Stainless Steel Thermos Urn for Hot Drinks Water Tea Chocolate - Thermal Beverage Dispenser for Parties; Coffee mate Original Powdered Coffee Creamer; Amazon Basics Cotton Balls, 200ct, 1-Pack (Previously Solimo); Clawsoff 100 Pack 16 oz Coffee Cups with Lids, Disposable To Go Paper Coffee Cups with Sleeves and Stirring Sticks for Hot/Cold Drinks Office Home Shop Event (Black); BLACK+DECKER 12-Cup Digital Coffee Maker, Programmable, Washable Basket Filter, Sneak-A-Cup, Auto Brew, Water Window, Keep Hot Plate, Black; Rawlings | Official League Recreational Use Practice Baseballs | Youth/8U | OLB3 | Bucket | 24 Count; ",2025-04-05,137.08,Snacks
5266,"50 SToK Caffeinated Cold Brew Coffee Shots; 44 PCS 40 Scalpel Blades with #10#11#15#22 Scalpels Surgical Sterile Blades Including Four Handle,Laboratory Blade-Lab Knives- Carving Blades with Handle-Art Blades Practicing Cutting-Crafts & More; Airpot Coffee Carafe for Keeping Hot - 102 OZ/ 3L Large Coffee Dispenser with Pump - Insulated Stainless Steel Thermos Urn for Hot Drinks Water Tea Chocolate - Thermal Beverage Dispenser for Parties; Coffee mate Original Powdered Coffee Creamer; Amazon Basics Cotton Balls, 200ct, 1-Pack (Previously Solimo); Clawsoff 100 Pack 16 oz Coffee Cups with Lids, Disposable To Go Paper Coffee Cups with Sleeves and Stirring Sticks for Hot/Cold Drinks Office Home Shop Event (Black); BLACK+DECKER 12-Cup Digital Coffee Maker, Programmable, Washable Basket Filter, Sneak-A-Cup, Auto Brew, Water Window, Keep Hot Plate, Black; Rawlings | Official League Recreational Use Practice Baseballs | Youth/8U | OLB3 | Bucket | 24 Count; ",2025-04-05,137.08,Tools-other
5267,SEZO WS2812B ECO LED Strip Light 16.4FT/5M 60LEDs/m 300Pixels Individually Addressable Programmable 5050SMD Digital RGB Alloy Wires Flexible Dream Color IP30 Non-Waterproof PCB Black DC5V; ,2025-04-04,14.83,Electronics-Components & Prototyping
5268,DORHEA 5Pcs ESP32 Development Board GPIO Breakout Board 30Pin Type-C Micro USB Dual Interface ESP32 Shield 30P Ultra-Low Power Dual Core ESP32-DevKitC-32 ESP-WROOM-32 ESP-32 ESP-32S Expansion Board; ,2025-04-04,13.77,MCUs-DevBoards
5269,ACEBOTT Development Board ESP32 Max V1.0 Compatible with Arduino; ,2025-04-04,7.41,MCUs-DevBoards
5270,DEVIL'S HEAT 3.0 Challenge â¢ Made with the Hottest Peppers on Earth! â¢ New Lime Flavor â¢ 4M Scoville! â¢ Popcorn Challenge! â¢ Spicy Food Challenge! Can You Finish the Bag?; ,2025-04-04,12.99,Snacks
5271,Lil' Nitro: The World's Hottest Gummy Bear; ,2025-04-03,8.99,Snacks
5272,"Jelly Belly BeanBoozled Fiery Five Bag - 1.9 oz - Genuine, Official, Straight from the Source; ",2025-04-03,4.8,Snacks
5273,"Jawline Chewing Gum (4 Month Supply) Watermelon - Define Your Jawline, Slim and Tone Your Face - Facial Exerciser for Men and Women - Sugar Free Hard Gum (10 Packs) (120 Pieces); ",2025-04-03,22.49,Snacks
5274,"Dixie Basic 8.5' Light-Weight Paper Plates By GP PRO, White, 500 Count (125 Disposable Plates Per Pack, 4 Packs Per Case), DBP09W; ",2025-04-03,40.28,Household-Consumables
5275,"Tide Ultra Oxi Liquid Laundry Detergent Soap, HE Compatible, 94 Loads, 132 fl oz, Tide Laundry Detergent, Liquid Laundry Detergent (Packaging May Vary); ",2025-04-03,20.13,Cleaning-Supplies
5276,Acxico 1Pcs Ultra Miniature Capacitive Touch Switch Touch Bistable Electronic Switch Module LED Relay DC 3V-18V 12V 3A; ,2025-04-02,7.41,Sensor-Modules
5277,DAOKAI 20 Pcs TTP223 Touch Button Module Self-Locking Jog Capacitive Touch Key Switch Sensor Module Single Channel for Arduino with Dupont Cable; ,2025-04-02,8.05,Sensor-Modules
5278,"Hot Glue Gun Kit with 30 Glue Sticks(130mm x 7mm), Fast Preheating Hot Melt, High Temp for School Crafts DIY Arts and Quick Home Repairs, 20W Blue; ",2025-04-02,9.53,Repair
5279,"Scott 1000 Trusted Clean Toilet Paper, 32 Rolls, Septic-Safe, 1-Ply Toilet Tissue; ",2025-04-02,23.92,Household-Consumables
5280,"Febreze Odor-Fighting Fade Defy PLUG Air Freshener Baked Cinnamon Apple, Cranberry Crumble, .87 fl. oz. Oil Refill, 2 of Each; Yankee Candle Vanilla Cupcake Scented Classic 22oz Large Jar Single Wick Candle, Over 110 Hours of Burn Time, Ideal for Creating Relaxing Ambience & Holiday Gifting; Hefty Party On Multicolor Disposable Party Cups, Disposable Plastic Cups in Orange, Purple, Blue, and Green, Easy-to-Grip Design, 16 Ounce, 100 Count; 35ft(L) X 13in(H) Garden Fence Panels, 25 Pack No Dig Fence, Rustproof Metal Wire Animal Barrier Fencing for Dogs, Rabbits & Squirrels, Easy Setup Outdoor Yard & Patio Defense; Amazon Basics Ultra Paper Bowls, 20 Oz, Disposable, 540 Count (4 packs of 135), White (Previously Encore); ",2025-04-02,149.48,Cleaning-Supplies
5280,"Febreze Odor-Fighting Fade Defy PLUG Air Freshener Baked Cinnamon Apple, Cranberry Crumble, .87 fl. oz. Oil Refill, 2 of Each; Yankee Candle Vanilla Cupcake Scented Classic 22oz Large Jar Single Wick Candle, Over 110 Hours of Burn Time, Ideal for Creating Relaxing Ambience & Holiday Gifting; Hefty Party On Multicolor Disposable Party Cups, Disposable Plastic Cups in Orange, Purple, Blue, and Green, Easy-to-Grip Design, 16 Ounce, 100 Count; 35ft(L) X 13in(H) Garden Fence Panels, 25 Pack No Dig Fence, Rustproof Metal Wire Animal Barrier Fencing for Dogs, Rabbits & Squirrels, Easy Setup Outdoor Yard & Patio Defense; Amazon Basics Ultra Paper Bowls, 20 Oz, Disposable, 540 Count (4 packs of 135), White (Previously Encore); ",2025-04-02,149.48,Household-Consumables
5280,"Febreze Odor-Fighting Fade Defy PLUG Air Freshener Baked Cinnamon Apple, Cranberry Crumble, .87 fl. oz. Oil Refill, 2 of Each; Yankee Candle Vanilla Cupcake Scented Classic 22oz Large Jar Single Wick Candle, Over 110 Hours of Burn Time, Ideal for Creating Relaxing Ambience & Holiday Gifting; Hefty Party On Multicolor Disposable Party Cups, Disposable Plastic Cups in Orange, Purple, Blue, and Green, Easy-to-Grip Design, 16 Ounce, 100 Count; 35ft(L) X 13in(H) Garden Fence Panels, 25 Pack No Dig Fence, Rustproof Metal Wire Animal Barrier Fencing for Dogs, Rabbits & Squirrels, Easy Setup Outdoor Yard & Patio Defense; Amazon Basics Ultra Paper Bowls, 20 Oz, Disposable, 540 Count (4 packs of 135), White (Previously Encore); ",2025-04-02,149.48,Tools-Farm
5281,"Larabar Variety Pack, Blueberry Muffin, Lemon Bar, Apple Pie, Fruit & Nut Bars, 18 ct; ",2025-04-02,14.65,Snacks
5282,"RXBAR Protein Bars, Protein Snack, Snack Bars, Chocolate Sea Salt, 22oz Box (12 Bars); ",2025-04-02,23.82,Snacks
5283,"RXBAR Nut Butter and Oat Protein Bars, Protein Snacks, Snack Bars, Blueberry Cashew Butter, 23.2oz Box (12 Bars); ",2025-04-02,21.43,Snacks
5284,"RXBAR Nut Butter and Oat Protein Bars, Protein Snacks, Snack Bars, Honey Cinnamon Peanut Butter, 23.2oz Box (12 Bars); ",2025-04-02,21.43,Snacks
5285,"RXBAR Protein Bars, Protein Snack, Snack Bars, Coconut Chocolate, 22oz Box (12 Bars); ",2025-04-02,23.06,Snacks
5286,"RXBAR Protein Bars, Protein Snack, Snack Bars, Vanilla Almond, 22oz Box (12 Bars); ",2025-04-02,24.95,Snacks
5287,"Nizoral Anti-Dandruff Shampoo, 7 Oz + Deep Moisturizing Conditioner, 9.4 Oz Bundle; ",2025-04-02,29.67,Household-Consumables
5288,"Tea Tree Lavender Mint Taming Cream, Rich Hair Styling Cream, For Coarse, Curly + Dry Hair, 3.4 fl. oz.; ",2025-04-02,25.44,Household-Consumables
5289,"L'Oreal Paris Thickening Sulfate Free Shampoo and Conditioner, Thickens + Strengthens Thin, Fragile Hair, EverPure, 1 Hair Care Kit; ",2025-04-01,17.89,Household-Consumables
5290,CLIF Builders - Variety Pack - Plant Based Protein Bars - Gluten Free - Non-GMO - Low Glycemic - 20g Protein - 2.4 oz. (12 Count); ,2025-04-01,22.18,Snacks
5291,"Brawny Tear-A-Square Paper Towels, 12 Family Rolls = 30 Regular Rolls, 2X More Durable*, 3 Sheet Sizes, Strong and absorbent extra-large roll; ",2025-04-01,20.89,Household-Consumables
5292,Flutesan 20 Pieces 3 Pin LED Light Connectors Strip to Wire Quick Connector LED Extension 3 Pin Strip Connector 10 mm Terminal Strip Connectors Clear Track Lighting Connectors for 5050 RGB Strip Light; ,2025-04-01,13.77,Electronics-Components & Prototyping
5293,SEZO WS2812B ECO LED Strip Light 16.4FT/5M 30LEDs/m 150Pixels Individually Addressable Programmable 5050SMD Digital RGB Alloy Wires Flexible Dream Color IP30 Non-Waterproof PCB Black DC5V; ,2025-04-01,12.71,Electronics-Components & Prototyping
5294,Easton | PRO+ Pull Up Baseball Pant | Youth | Full Length | Elastic Bottom | Youth Black Y XL; Ultrafun 6 Pairs Soccer Socks Color Stretchy Compression Knee High Tube Socks Football Athletic Socks for Men Women Teens (6Pairs-Orange); Thaplay Baseball/Softball Belt 2 Packs -Ajustable Size Uniform Belt for Men Kid Youth (White); Easton | PRO+ Pull Up Baseball Pant | Youth | Full Length | Elastic Bottom | Youth Black Y L; ,2025-03-31,58.72,Other
5295,MakerFocus TFmini-s Micro Lidar Module 0.1-12M Lidar Range Finder Sensor Obstacle Avoidance Sensor Tiny Module Single Point UART I2C IO Compatible with Pixhawk Ar duino and Raspberry Pi; ,2025-03-30,36.45,Sensor-Modules
5296,AuroraÂ® Adorable Spudstersâ¢ Hudson Horseâ¢ Stuffed Animal - Comforting Cuddles - Playful Companions - Brown 10 Inches; ,2025-03-29,20.99,Horse-Equipment
5297,"Tough 1 Miniature Nylon Break-Away Halter, Royal Blue, Small; Tough 1 Miniature Nylon Break-Away Halter, Royal Blue, Regular; ",2025-03-29,27.1,Horse-Equipment
5298,Jeffers One-Man Horse Twitch from; ,2025-03-28,9.61,Horse-Equipment
5299,"10 Pack Stretch Fabric Table Top Cap Cover, fits 8' Tables, Spandex Table Covers Washable Elastic Universal Rectangle Tablecloth Protector for Indoor Outdoor Party Picnic Wedding, Black, 30"" W x 96"" L; Utopia Towels 6 Pack Small Bath Towel Set, 24 by 48 Inches, 500 GSM 100% Ring Spun Cotton, Lightweight and Highly Absorbent Quick Drying Premium Towels for Hotel, Spa and Bathroom, Burgundy; Alcedo Sharps Container for Home Use 2 Gallon (2-Pack) | Biohazard Needle and Syringe Disposal | Professional Medical Grade; WORKESS Saw Horses 2 Pack, Heavy Duty Folding Portable Saw Horses Table 2200 Lbs Load Capacity with 2x4 Support Legs, Fast Open Legs and Easy Grip Handle for Woodworking.; ",2025-03-28,123.17,Household-Consumables
5299,"10 Pack Stretch Fabric Table Top Cap Cover, fits 8' Tables, Spandex Table Covers Washable Elastic Universal Rectangle Tablecloth Protector for Indoor Outdoor Party Picnic Wedding, Black, 30"" W x 96"" L; Utopia Towels 6 Pack Small Bath Towel Set, 24 by 48 Inches, 500 GSM 100% Ring Spun Cotton, Lightweight and Highly Absorbent Quick Drying Premium Towels for Hotel, Spa and Bathroom, Burgundy; Alcedo Sharps Container for Home Use 2 Gallon (2-Pack) | Biohazard Needle and Syringe Disposal | Professional Medical Grade; WORKESS Saw Horses 2 Pack, Heavy Duty Folding Portable Saw Horses Table 2200 Lbs Load Capacity with 2x4 Support Legs, Fast Open Legs and Easy Grip Handle for Woodworking.; ",2025-03-28,123.17,Other
5299,"10 Pack Stretch Fabric Table Top Cap Cover, fits 8' Tables, Spandex Table Covers Washable Elastic Universal Rectangle Tablecloth Protector for Indoor Outdoor Party Picnic Wedding, Black, 30"" W x 96"" L; Utopia Towels 6 Pack Small Bath Towel Set, 24 by 48 Inches, 500 GSM 100% Ring Spun Cotton, Lightweight and Highly Absorbent Quick Drying Premium Towels for Hotel, Spa and Bathroom, Burgundy; Alcedo Sharps Container for Home Use 2 Gallon (2-Pack) | Biohazard Needle and Syringe Disposal | Professional Medical Grade; WORKESS Saw Horses 2 Pack, Heavy Duty Folding Portable Saw Horses Table 2200 Lbs Load Capacity with 2x4 Support Legs, Fast Open Legs and Easy Grip Handle for Woodworking.; ",2025-03-28,123.17,Tools-other
5300,BTF-LIGHTING WS2812B IC RGB 5050SMD Pure Gold Individual Addressable LED Strip 3.28FT 60LED 60Pixel/m Flexible Full Color IP30 DC5V for DIY Chasing Color Project(No Adapter or Controller); ,2025-03-28,8.1,Electronics-Components & Prototyping
5301,"AKEPO ?0.12in(3mm)*16.4ft(5m) PMMA Plastic Side Glow Cable for Optical Fiber Light, Fiber Optic Lighting Decoration for Car Home Use Fiber Optic Light; ",2025-03-28,16.56,Electronics-Components & Prototyping
5302,"CirC Energy Bites - 12 Pack Peanut Chocolate Chip Gluten Free Protein Balls - 10g Protein, Whole Grains, Nuts & Fruit - Portable Healthy Snacks for Adults & Kids, 5 Piece Resealable Packs; ",2025-03-27,25.55,Snacks
5303,"CirC Energy Bites - 12 Pack Chocolate Brownie Gluten Free Protein Balls - 10g Protein, Whole Grains, Nuts & Fruit - Portable Healthy Snacks for Adults & Kids, 5 Piece Resealable Packs; ",2025-03-27,25.55,Snacks
5304,"Christian greeting cards with Scripture, 9 in this pack of thinking of you cards religious, blank inside, hand drawn by British artist Jacqui Grace (Multicolored / CH438); Promises From God for Women, Inspirational Scripture Cards to Keep or Share (Boxes of Blessings); ",2025-03-27,22.55,Office Supplies
5305,"Kopida 3V Edison Bulb LED Filament Flexible Filament Cob Flexible Lamp Parts, 11.81 inch Edison Bulb DC3V Cob LED Filament Flexible Lamp Parts 2200k Diode Incandescent Flexible Filament, Red; ",2025-03-26,6.35,Electronics-Components & Prototyping
5306,AKEPO PMMA END Glow Fiber Optic Light Cable 100pcs ?0.03in(0.75mm) 6.5ft/2m for LED Star Ceiling Sky Light Kit and Fibre Optical Lighting Decoration (Without Light Source); ,2025-03-26,10.59,Electronics-Components & Prototyping
5307,"Manna Pro Mini Pig Treats, Berry & Cream Flavor; 4 Pack 24â x 24â Extra Heavy Absorbency Washable Underpads, Waterproof Nursing Pads Incontinence Bed Pads, Reusable Washable Pee Pads for Dogs, Diaper Changing & Adults, Washable Puppy Pads; Manna Pro Mini-Pig Skin and Coat Supplement - Skin and Coat Supplement for Mini-Pigs - Provides Nutrients to Support Skin & Coat Health and Appearance - 1 lb; Sunheir Washable Pee Pads for Dogs - 2-Pack Thick Heavy Absorbency Reusable Pee Pads Prevent Leakage Non-Slip, Waterproof Pet Training Pads for Puppy Playpen, Crate, Whelping Box, Potty Training, Grey; ",2025-03-26,43.03,Baby-Diapers
5307,"Manna Pro Mini Pig Treats, Berry & Cream Flavor; 4 Pack 24â x 24â Extra Heavy Absorbency Washable Underpads, Waterproof Nursing Pads Incontinence Bed Pads, Reusable Washable Pee Pads for Dogs, Diaper Changing & Adults, Washable Puppy Pads; Manna Pro Mini-Pig Skin and Coat Supplement - Skin and Coat Supplement for Mini-Pigs - Provides Nutrients to Support Skin & Coat Health and Appearance - 1 lb; Sunheir Washable Pee Pads for Dogs - 2-Pack Thick Heavy Absorbency Reusable Pee Pads Prevent Leakage Non-Slip, Waterproof Pet Training Pads for Puppy Playpen, Crate, Whelping Box, Potty Training, Grey; ",2025-03-26,43.03,Household-Consumables
5307,"Manna Pro Mini Pig Treats, Berry & Cream Flavor; 4 Pack 24â x 24â Extra Heavy Absorbency Washable Underpads, Waterproof Nursing Pads Incontinence Bed Pads, Reusable Washable Pee Pads for Dogs, Diaper Changing & Adults, Washable Puppy Pads; Manna Pro Mini-Pig Skin and Coat Supplement - Skin and Coat Supplement for Mini-Pigs - Provides Nutrients to Support Skin & Coat Health and Appearance - 1 lb; Sunheir Washable Pee Pads for Dogs - 2-Pack Thick Heavy Absorbency Reusable Pee Pads Prevent Leakage Non-Slip, Waterproof Pet Training Pads for Puppy Playpen, Crate, Whelping Box, Potty Training, Grey; ",2025-03-26,43.03,Other
5308,"Quest Nutrition Frosted Cookies Twin Pack, Strawberry Cake, 1g Sugar, 10g Protein, 2g Net Carbs, Gluten Free, 16 Cookies; ",2025-03-26,17.76,Snacks
5309,"Manna Pro Mini Pig Treats, Berry & Cream Flavor; ",2025-03-26,6.46,Other
5310,"Lerobo 5 Pack Bands Compatible with Samsung Galaxy Watch 7 6 5 4 Band 40mm 44mm/Galaxy Watch 6 4 Classic 43mm 47mm 46mm 42mm/Watch 5 pro 45mm, 20mm Watch Band Soft Silicone Sport Band Women Men; ",2025-03-25,9.51,Other
5311,uxcell 100pcs 2.8mm Quick Splice Wire Terminals Female Spade Crimp Connector with Insulated Sleeve; ,2025-03-25,9.32,Electronics-Components & Prototyping
5312,DIYhz 5.5x2.1mm 2 Pins DC Power Jack Female Panel Mounting Connector Socket 20 Pieces; ,2025-03-25,8.47,Electronics-Components & Prototyping
5313,"360 Count Plastic Silverware Set, 120 Clear Plastic Forks, 120 Plastic Spoons, 120 Plastic Knives, Heavy Duty BPA Free Disposable Plastic Cutlery Set, Premium Clear Plasticware for Party Supplies; ",2025-03-24,18.17,Household-Consumables
5314,"Maybelline Total Temptation Eyebrow Definer Pencil, Medium Brown, 1 Count; Maybelline Instant Age Rewind Eraser Dark Circles Treatment Multi-Use Concealer, 110, 1 Count (Packaging May Vary); Maybelline Instant Age Rewind Eraser Dark Circles Treatment Multi-Use Concealer, 122, 1 Count (Packaging May Vary); ",2025-03-24,29.25,Other
5315,"Clorox Disinfecting All-Purpose Cleaner 32 Oz and Disinfecting Bathroom Cleaner, Household Essentials, 30 Oz, Pack of 3; Yankee Candle 1166123E Car Freshener, Car Jar Bonus 3 Pack, Christmas Cookie; GLOVEWORKS Black Disposable Nitrile Industrial Gloves, 5 Mil, Latex & Powder-Free, Food-Safe, Textured, Large, Box of 100; Clorox Fraganzia Gel Air Freshener Cone in Vanilla Sugar Cookie Scent, 6oz | No-Plug, Battery-Free Air Freshener for Small Rooms, Closets, Kitchens, Bathrooms, Offices and More; Yankee Candle Vanilla Cupcake Scented Classic 22oz Large Jar Single Wick Candle, Over 110 Hours of Burn Time, Ideal for Creating Relaxing Ambience & Holiday Gifting; ",2025-03-23,71.61,Cleaning-Supplies
5315,"Clorox Disinfecting All-Purpose Cleaner 32 Oz and Disinfecting Bathroom Cleaner, Household Essentials, 30 Oz, Pack of 3; Yankee Candle 1166123E Car Freshener, Car Jar Bonus 3 Pack, Christmas Cookie; GLOVEWORKS Black Disposable Nitrile Industrial Gloves, 5 Mil, Latex & Powder-Free, Food-Safe, Textured, Large, Box of 100; Clorox Fraganzia Gel Air Freshener Cone in Vanilla Sugar Cookie Scent, 6oz | No-Plug, Battery-Free Air Freshener for Small Rooms, Closets, Kitchens, Bathrooms, Offices and More; Yankee Candle Vanilla Cupcake Scented Classic 22oz Large Jar Single Wick Candle, Over 110 Hours of Burn Time, Ideal for Creating Relaxing Ambience & Holiday Gifting; ",2025-03-23,71.61,Household-Consumables
5316,"Otamatone Japanese Electronic Musical Instrument Portable Music Synthesizer from Japan by Maywa Denki Studio Award Winning, Educational Fun Gift for Children, Teens & Adults - Black; ",2025-03-22,42.39,Other
5317,"12V 2A Power Supply Adapter, UL-Listed, 120V AC to 12V DC Adapter Transformer, 12 Volt 2 Amp 24W Wall Charger for LED Strip Lights, Security Camera, Output 12V DC, 5.5x2.1mm US Plug (5 Pack); ",2025-03-18,25.37,Electronics-Components & Prototyping
5318,"BTF-LIGHTING FCOB COB 8mm 0.31in Connector Kit 14pcs Transparent Connector 5pcs 15cm Long 20AWG Extension Wires For Non-Wired Gapless Solderless,FCOB 2 pin v+ v- Single Color Strip corner connection; ",2025-03-18,9.53,Electronics-Components & Prototyping
5319,"HAMRVL COB LED Strip Lights White 6000K,DC12V 16.4ft/5M 320leds/M CRI90 Flexible LED Tape Lights 8mm,for Indoor Home Cabinet,Bedroom,Kitchen,Stage,Backlight DIY Lighting(Without Power Supply); ",2025-03-18,15.89,Electronics-Components & Prototyping
5320,"XINGZHI 2Pack COB LED Strip Lights, 5V LED Light Strips, 3.28FT 6000K Daylight White Light Strip, Adhesive Indoor COB LED Lights for TV, Bedroom, Living Room, Cabinet; ",2025-03-18,10.06,Electronics-Components & Prototyping
5321,"iSANMATE 3D Printer Filament Clear PLA, Multicolor Transparent Transition Glitter Filament, Gradient Purple Blue Multicolor PLA Filament, 3D Printing Filament 1KG/2.2lb, Blue Violet Galactic; ",2025-03-17,28.61,3D printing
5322,"Coavas One Way Window Privacy Film, Window Tint for Home, Reflective Mirror Glass Windows Coverings Heat UV Blocking See Out Not in, Silver, 17.5 x 78.7 Inch; ",2025-03-17,12.71,Other
5323,"2 Pieces 1/8"" Round Plexiglass Sheet, 8 Inch Diameter Clear Acrylic Circle, Round Cake Disk Acrylic Sheet, Plexiglass Table Top, Round Acrylic Backdrop; ",2025-03-17,7.04,Other
5324,"XINGZHI COB LED Strip Lights, USB LED Light Strip 5V LED Light Strips, 3.28FT 6000K Daylight White Light Strip, Adhesive Indoor COB Lights for TV, Bedroom, Living Room, Cabinet; ",2025-03-17,5.5,Electronics-Components & Prototyping
5325,Fantasyon Acrylic Round Mirrors Self Adhesive Non Glass Mirror Circle Wall Mirror Clear Wall Sticker Decals for Wedding Table Centerpiece and Home Living Room Bedroom Wall Decor (7.9 inch/10 pcs); ,2025-03-17,12.71,Other
5326,mxuteuk 50pcs Black Latching Mini ON/Off Switch Self-Lock Micro Push Button Switch DC 30V 1A for Light Lamp Wall Outlet DIY SMD Flashlight Type BK-1208; ,2025-03-17,10.59,Electronics-Components & Prototyping
5327,"Anker Portable Charger, 10,000mAh 30W Power Bank, USB-C in and Out Fast Charging Battery Pack, Travel Essential Phone Power Bank, for iPhone 16/15/14/13/12, iPad, MacBook, Galaxy, Google, and More; Miady 2-Pack 10000mAh Dual USB Portable Charger, USB-C Fast Charging Power Bank, Backup Charger for iPhone 15/14/13, Galaxy S23/22, Pixel and etc; ",2025-03-16,33.57,Electronics-Components & Prototyping
5328,"Aegend Running Gloves Women Men Touch Screen Cycling Sports Mittens Liners Warm Gloves, Grape-Purple, Large; ",2025-03-16,7.41,Other
5329,IGOSKI Ski Wax for Snowboard 180g â Universal Glide Wax for Optimal Performance in Any Condition(White Color); ,2025-03-16,8.47,Tools-other
5330,"Glade PlugIns Refills Air Freshener, Jasmine & Honeysuckle, Scented and Essential Oils for Home and Bathroom, 0.67 Fl Oz, 5 Count; ",2025-03-15,14.82,Household-Consumables
5331,"12V 2A Power Supply, AC 120V to DC12V 5.5x2.1mm Jack Converter, 12 Volt LED Driver 24W Adapter Transformer for Strip Lights, Surveillance Cameras, External HDD, Monitor, CCTV (Pack of 1); ",2025-03-15,8.47,Electronics-Components & Prototyping
5332,GRV G4 MR11 24-2835 SMD Interior LED Light Bulb AC/DC12V-24V Super Bright 2W Cool White Lighting for RV Boat Camper Cabinet Dome Light Pack of 6?3.0Generation?; ,2025-03-15,12.6,Electronics-Components & Prototyping
5333,"Howarx 3D Printer LED Lamp Kit 001, Compatible with Bambu lab A1/A1mini/P1S/P1P/X1C Makerworld Maker's Supply Hardware kit 5V USB Powered, 6000K White Light; ",2025-03-14,13.24,3D printing
5334,7.4V 1200mAh Lipo Battery 2S 35C SCX24 Lipo Batteries with PH2.0&JST Plug Rechargeable Lithium Battery with 2 in 1 USB Charger for WLtoys A949 A959 A969 A979 K929 and Most 1/10 1/16 1/18 1/24 RC Cars; ,2025-03-14,28.61,Traxxas
5335,Purina Pro Plan Veterinary Supplements FortiFlora Chewable Dog Probiotic Supplement Tablets - 45 ct. Canister; ,2025-03-14,47.69,Other
5336,"Jet-Puffed Marshmallows, 12 Oz Bag; ",2025-03-13,3.96,Snacks
5337,"Dry & Dry"" [1 Quart Premium Orange Indicating Silica Gel Desiccant Beads(Industry Standard 3-5 mm) - Rechargeable Silica Gel Beads(2 LBS); Puduo Epoxy Resin Kit 72OZ?Newly Formulated Crystal Clear Epoxy Resin?Strong, Bubble-Free, Anti-Yellowing Art Resin That?Suitable for Casting, DIY, Resin Art, Molds, Jewelry, Easy to Mix 1:1 Ratio; ",2025-03-13,57.22,Other
